key	definitions	type	instances	example
x-ms-odata	136	string	597	https://raw.githubusercontent.com/xingwu1/test/master/BatchRestClient.json
x-a127-services	130	object	130	https://raw.githubusercontent.com/ZkHaider/apigee-app/master/api/swagger/swagger.yaml
x-lastModified	130	string	130	https://raw.githubusercontent.com/xieronnie/DublinWorkshop/master/xx_weatherapi_1_0_mock_app.json
x-ms-parameter-location	121	string	1320	https://raw.githubusercontent.com/olydis/scratch/master/BlobStorage/ExtensionsDemo/x-ms-skip-url-encoding/blob-storage.yaml
x-a127-apply	119	object	325	https://raw.githubusercontent.com/ZkHaider/apigee-app/master/api/swagger/swagger.yaml
x-is-map	112	boolean	13517	https://raw.githubusercontent.com/vmware/platypus/master/api-vrli-3.3.json
x-security	100	object	253	https://raw.githubusercontent.com/vramanuja/tweek65/master/appengine/flexible/endpoints/swagger.yaml
x-ms-skip-url-encoding	99	boolean	711	https://raw.githubusercontent.com/vivsriaus/ARMDoc/master/swagger/arm-resource/resources/2014-04-01-preview/resources.json
x-issuer	92	string	297	https://raw.githubusercontent.com/yoshiki256/okachimachi-go/master/parrotv1openapi.json
x-jwks_uri	92	string	293	https://raw.githubusercontent.com/yoshiki256/okachimachi-go/master/parrotv1openapi.json
x-ms-client-name	82	multiple	3867	https://raw.githubusercontent.com/olydis/scratch/master/BlobStorage/ExtensionsDemo/x-ms-skip-url-encoding/blob-storage.yaml
x-accepts	77	string	797	https://raw.githubusercontent.com/yannyann/swagger-gen/master/samples/server/petstore/java-inflector/src/main/swagger/swagger.yaml
x-contentType	77	string	797	https://raw.githubusercontent.com/yannyann/swagger-gen/master/samples/server/petstore/java-inflector/src/main/swagger/swagger.yaml
x-ms-code-generation-settings	68	object	68	https://raw.githubusercontent.com/olydis/scratch/master/BlobStorage/ExtensionsDemo/x-ms-skip-url-encoding/blob-storage.yaml
x-axway	59	object	59	https://raw.githubusercontent.com/rathnapandi/swaggerpublish/master/src/main/resources/petstore.json
x-amples	54	object	281	https://raw.githubusercontent.com/zoondka/kartozoa/master/spec.yaml
x-scope	54	string	1025	https://raw.githubusercontent.com/zengtaotao3390/carbon-apimgt/master/components/apimgt/org.wso2.carbon.apimgt.rest.api.util/src/main/resources/store-api.json
x-unofficialSpec	53	boolean	53	https://raw.githubusercontent.com/yourapiexpert/restify-template/master/003%20Endpoints/specs/swagger.yaml
x-type	52	string	402	https://raw.githubusercontent.com/vabbosh/step-by-step-walkthrough/master/accounts-savingsdeposits-v1-swagger.yaml
x-ms-external	50	boolean	162	https://raw.githubusercontent.com/xingwu1/test/master/BatchRestClient.json
x-reservedExpansion	50	boolean	314	https://www.googleapis.com/discovery/v1/apis/youtubereporting/v1/rest
x-summary	49	string	434	https://raw.githubusercontent.com/svienty-man/lellow/master/express/api/swagger.yaml
x-WM-IN-PARAMS-TYPE	46	object	46	https://raw.githubusercontent.com/vineelal/FileUpload/master/services/wavemakeronline/designtime/wavemakeronline_API_WEBSOCKET_SERVICE.json
x-WM-OUT-PARAMS-TYPE	46	object	46	https://raw.githubusercontent.com/vineelal/FileUpload/master/services/wavemakeronline/designtime/wavemakeronline_API_WEBSOCKET_SERVICE.json
x-auth-type	45	string	194	https://raw.githubusercontent.com/wso2/wso2-qa-artifacts/master/products/wso2_APIManager/product_features/publisher/develop_apis/add_apis/import_from_swagger/swaggerapi.json
x-ibm-authentication-url	45	object	47	https://raw.githubusercontent.com/vbudi000/refarch-cloudnative-api-refarch-cloudnative-devops-1488984922763/master/oauthProvider/oauth-provider.yaml
x-vendor-method	45	object	45	https://raw.githubusercontent.com/yinshipeng/sosoapi-web/master/swagger-resources/swagger-spec/fixtures/v2.0/json/resources/vendorExtensionExamples.json
x-vendor-model-property	45	object	45	https://raw.githubusercontent.com/yinshipeng/sosoapi-web/master/swagger-resources/swagger-spec/fixtures/v2.0/json/resources/vendorExtensionExamples.json
x-vendor-operation-property	45	object	45	https://raw.githubusercontent.com/yinshipeng/sosoapi-web/master/swagger-resources/swagger-spec/fixtures/v2.0/json/resources/vendorExtensionExamples.json
x-vendor-operation-response-property	45	object	45	https://raw.githubusercontent.com/yinshipeng/sosoapi-web/master/swagger-resources/swagger-spec/fixtures/v2.0/json/resources/vendorExtensionExamples.json
x-vendor-parameter-property	45	object	45	https://raw.githubusercontent.com/yinshipeng/sosoapi-web/master/swagger-resources/swagger-spec/fixtures/v2.0/json/resources/vendorExtensionExamples.json
x-volos-apply	45	object	137	https://raw.githubusercontent.com/yiemszx/swagger-me/master/api/swagger/swagger.yaml
x-monitor	43	boolean	252	D:\nodejs\analysis\defs\WikiToLearn+restbase@mathoid.yaml
x-throttling-tier	43	string	180	https://raw.githubusercontent.com/wso2/wso2-qa-artifacts/master/products/wso2_APIManager/product_features/publisher/develop_apis/add_apis/import_from_swagger/swaggerapi.json
x-ms-discriminator-value	42	string	578	https://raw.githubusercontent.com/Gchorba/samplesecurity/master/specs/arm-mobileengagement/2014-12-01/swagger/mobile-engagement.json
x-WM-PROXY-ENABLED	40	string	40	https://raw.githubusercontent.com/Sushma-M/TestAllServicesforVCS_wmo_23Dec/master/services/googleapis/src/googleapis_apiTarget.json
x-WM-PROXY-HOSTNAME	40	string	40	https://raw.githubusercontent.com/Sushma-M/TestAllServicesforVCS_wmo_23Dec/master/services/googleapis/src/googleapis_apiTarget.json
x-WM-PROXY-PASSWORD	40	string	40	https://raw.githubusercontent.com/Sushma-M/TestAllServicesforVCS_wmo_23Dec/master/services/googleapis/src/googleapis_apiTarget.json
x-WM-PROXY-PORT	40	string	40	https://raw.githubusercontent.com/Sushma-M/TestAllServicesforVCS_wmo_23Dec/master/services/googleapis/src/googleapis_apiTarget.json
x-WM-PROXY-USERNAME	40	string	40	https://raw.githubusercontent.com/Sushma-M/TestAllServicesforVCS_wmo_23Dec/master/services/googleapis/src/googleapis_apiTarget.json
x-nullable	40	boolean	2795	https://raw.githubusercontent.com/wxiaof2005/Docker/master/api/swagger.yaml
x-volos-resources	40	object	40	https://raw.githubusercontent.com/yiemszx/swagger-me/master/api/swagger/swagger.yaml
x-wso2-scopes	40	object	40	https://raw.githubusercontent.com/zengtaotao3390/carbon-apimgt/master/components/apimgt/org.wso2.carbon.apimgt.rest.api.util/src/main/resources/store-api.json
x-wso2-security	40	object	40	https://raw.githubusercontent.com/zengtaotao3390/carbon-apimgt/master/components/apimgt/org.wso2.carbon.apimgt.rest.api.util/src/main/resources/store-api.json
x-hasEquivalentPaths	39	boolean	39	https://raw.githubusercontent.com/APIs-guru/unofficial_openapi_specs/master/github.com/v3/swagger.yaml
x-amazon-apigateway-auth	38	multiple	790	https://raw.githubusercontent.com/yyolk/breakfast-bell/master/swagger.template.yaml
x-amazon-apigateway-authtype	38	string	41	https://raw.githubusercontent.com/tiagojlara/aws-lambda-example/master/src/api/api-gateway.json
x-ms-paths	37	object	37	https://raw.githubusercontent.com/olydis/scratch/master/BlobStorage/ExtensionsDemo/x-ms-skip-url-encoding/blob-storage.yaml
x-ms-parameterized-host	36	multiple	36	https://raw.githubusercontent.com/olydis/scratch/master/BlobStorage/ExtensionsDemo/x-ms-skip-url-encoding/blob-storage.yaml
x-service	36	string	36	https://raw.githubusercontent.com/scality/swagger-aws/master/test/server/swagger.json
x-volos-authorizations	36	object	93	https://raw.githubusercontent.com/yiemszx/swagger-me/master/api/swagger/swagger.yaml
x-controller	35	multiple	57	https://raw.githubusercontent.com/luxe-eng/koa-spec/master/test/data/unknown_method_type.yaml
x-21-category	34	string	34	https://raw.githubusercontent.com/shayanb/two1/master/two1/sell/blueprints/services/ping/manifest.yaml
x-21-keywords	34	multiple	34	https://raw.githubusercontent.com/shayanb/two1/master/two1/sell/blueprints/services/ping/manifest.yaml
x-21-quick-buy	34	string	34	https://raw.githubusercontent.com/shayanb/two1/master/two1/sell/blueprints/services/ping/manifest.yaml
x-21-total-price	34	object	34	https://raw.githubusercontent.com/shayanb/two1/master/two1/sell/blueprints/services/ping/manifest.yaml
x-amazon-apigateway-any-method	34	object	61	https://raw.githubusercontent.com/yyolk/breakfast-bell/master/swagger.template.yaml
x-ms-request-id	32	multiple	884	https://raw.githubusercontent.com/olydis/scratch/master/BlobStorage/ExtensionsDemo/x-ms-skip-url-encoding/blob-storage.yaml
x-request-handler	32	object	219	D:\nodejs\analysis\defs\WikiToLearn+restbase@mathoid.yaml
x-21-manifest-path	30	string	30	https://raw.githubusercontent.com/shayanb/two1/master/two1/sell/blueprints/services/ping/manifest.yaml
x-go-name	29	string	2079	https://raw.githubusercontent.com/wxiaof2005/Docker/master/api/swagger.yaml
x-is-unique	29	boolean	58	https://raw.githubusercontent.com/xwh123807/research/master/swagger-codegen-2.2.2/samples/server/petstore/jaxrs-spec/swagger.json
x-operation-settings	29	object	501	https://raw.githubusercontent.com/zigit/mytrainingpage/master/swagger20.json
x-wso2-request	29	string	327	https://raw.githubusercontent.com/zengtaotao3390/carbon-apimgt/master/components/apimgt/org.wso2.carbon.apimgt.rest.api.util/src/main/resources/store-api.json
x-wso2-response	29	string	812	https://raw.githubusercontent.com/zengtaotao3390/carbon-apimgt/master/components/apimgt/org.wso2.carbon.apimgt.rest.api.util/src/main/resources/store-api.json
x-code-samples	28	object	1573	https://raw.githubusercontent.com/xwh123807/research/master/swagger-codegen-2.2.2/modules/swagger-codegen/src/test/resources/2_0/petstore-bash.json
x-unitTests	28	object	448	https://raw.githubusercontent.com/zigit/mytrainingpage/master/swagger20.json
x-description	25	string	198	https://raw.githubusercontent.com/svienty-man/lellow/master/express/api/swagger.yaml
x-onedata-module	25	string	1330	https://raw.githubusercontent.com/onedata/oz-gui-homepage/master/src/public/swagger/3.0.0-rc9/onezone/swagger.json
x-onedata-resource	25	string	1216	https://raw.githubusercontent.com/onedata/oz-gui-homepage/master/src/public/swagger/3.0.0-rc9/onezone/swagger.json
x-reverb	25	object	25	https://raw.githubusercontent.com/waffle-iron/c4go_vl/master/src/github.com/go-openapi/loads/fixtures/yaml/yaml/resources/vendorExtensionExamples.yaml
x-reverb-info	25	string	25	https://raw.githubusercontent.com/waffle-iron/c4go_vl/master/src/github.com/go-openapi/loads/fixtures/yaml/yaml/resources/vendorExtensionExamples.yaml
x-reverb-path-info	25	string	25	https://raw.githubusercontent.com/waffle-iron/c4go_vl/master/src/github.com/go-openapi/loads/fixtures/yaml/yaml/resources/vendorExtensionExamples.yaml
x-wso2-curl	25	string	790	https://raw.githubusercontent.com/zengtaotao3390/carbon-apimgt/master/components/apimgt/org.wso2.carbon.apimgt.rest.api.util/src/main/resources/store-api.json
x-WM-CONTROLLER_NAME	24	string	107	https://raw.githubusercontent.com/Sushma-M/testRepo_feb19/master/services/hrdb/designtime/hrdb_API.json
x-controller-method	24	string	24	https://raw.githubusercontent.com/luxe-eng/koa-spec/master/test/data/unknown_method_type.yaml
x-ms-examples	24	object	278	https://raw.githubusercontent.com/Azure/openapi-validation-tools/master/arm-storage/2016-01-01/swagger/storage.json
x-ApiType	23	string	23	https://raw.githubusercontent.com/Avalara/Swagger/master/trustfile/connector-microservice/swagger.yaml
x-google-issuer	23	string	72	https://raw.githubusercontent.com/TonyKelly12/color-nerds-blog/master/python-docs-samples-master/endpoints/getting-started/openapi.yaml
x-google-jwks_uri	23	string	71	https://raw.githubusercontent.com/TonyKelly12/color-nerds-blog/master/python-docs-samples-master/endpoints/getting-started/openapi.yaml
x-title	23	string	1193	https://raw.githubusercontent.com/SjoenH/del.no/master/old/swagger-del-api.json
x-21-github-project-url	22	multiple	22	https://raw.githubusercontent.com/shayanb/two1/master/two1/sell/blueprints/services/ping/manifest.yaml
x-allowExtraHeaders	22	boolean	273	https://raw.githubusercontent.com/zigit/mytrainingpage/master/swagger20.json
x-arrayCheckCount	22	boolean	273	https://raw.githubusercontent.com/zigit/mytrainingpage/master/swagger20.json
x-arrayOrderedMatching	22	boolean	273	https://raw.githubusercontent.com/zigit/mytrainingpage/master/swagger20.json
x-bodyMatchMode	22	string	273	https://raw.githubusercontent.com/zigit/mytrainingpage/master/swagger20.json
x-matchResponseSchema	22	boolean	273	https://raw.githubusercontent.com/zigit/mytrainingpage/master/swagger20.json
x-name	22	string	896	https://raw.githubusercontent.com/waffle-iron/c4go_vl/master/src/github.com/go-swagger/go-swagger/fixtures/codegen/issue72.json
x-testDescription	22	multiple	273	https://raw.githubusercontent.com/zigit/mytrainingpage/master/swagger20.json
x-testEnabled	22	boolean	273	https://raw.githubusercontent.com/zigit/mytrainingpage/master/swagger20.json
x-testName	22	string	273	https://raw.githubusercontent.com/zigit/mytrainingpage/master/swagger20.json
x-testShouldPass	22	boolean	273	https://raw.githubusercontent.com/zigit/mytrainingpage/master/swagger20.json
x-21-usage	21	string	21	https://raw.githubusercontent.com/savardiego/21tiles/master/manifest.yaml
x-discriminator	21	multiple	153	https://raw.githubusercontent.com/Scalr/scalr/master/api/v1beta0/account-autogenerated.yaml
x-handler	21	multiple	155	https://raw.githubusercontent.com/webida/webida-server-mini/master/externals/swaggerize-routes/test/fixtures/defs/pets.json
x-route-filters	21	object	44	https://raw.githubusercontent.com/wikimedia/restbase/master/v1/transform.yaml
x-createOnly	20	object	250	https://raw.githubusercontent.com/Scalr/scalr/master/api/v1beta0/user.yaml
x-data-threescale-name	20	string	403	https://raw.githubusercontent.com/shipwallet/go-postnord/master/transittime/transittime.json
x-default-params	20	object	20	https://raw.githubusercontent.com/wikimedia/service-template-node/master/spec.template.yaml
x-dry-yaml-definitions	20	object	20	https://raw.githubusercontent.com/Scalr/scalr/master/api/v1beta0/user.yaml
x-errorCodes	20	object	2950	https://raw.githubusercontent.com/Scalr/scalr/master/api/v1beta0/user.yaml
x-filterable	20	object	386	https://raw.githubusercontent.com/Scalr/scalr/master/api/v1beta0/user.yaml
x-ms-mutability	20	object	78	https://raw.githubusercontent.com/Azure/azure-rest-api-specs/master/arm-search/2015-08-19/swagger/search.json
x-ms-version	20	object	598	https://raw.githubusercontent.com/olydis/scratch/master/BlobStorage/ExtensionsDemo/x-ms-skip-url-encoding/blob-storage.yaml
x-swagger	20	object	20	https://raw.githubusercontent.com/yinshipeng/sosoapi-web/master/swagger-resources/swagger-spec/fixtures/v2.0/json/resources/vendorExtensionExamples.json
x-swagger-info	20	string	20	https://raw.githubusercontent.com/yinshipeng/sosoapi-web/master/swagger-resources/swagger-spec/fixtures/v2.0/json/resources/vendorExtensionExamples.json
x-swagger-path-info	20	string	20	https://raw.githubusercontent.com/yinshipeng/sosoapi-web/master/swagger-resources/swagger-spec/fixtures/v2.0/json/resources/vendorExtensionExamples.json
x-21-app-image	19	multiple	19	https://raw.githubusercontent.com/salsa-system/weather21/master/manifest.yaml
x-id	19	string	184	https://raw.githubusercontent.com/ltriggimgstg/testnode/master/config/swagger.yaml
x-interface	19	multiple	201	https://raw.githubusercontent.com/apigee-labs/rapier/master/util/test/gen_openapispec/todo-list-with-id.yaml
x-interfaces	19	object	19	https://raw.githubusercontent.com/zalando-incubator/tarbela/master/src/main/resources/api/event-producer-api.yaml
x-ms-blob-sequence-number	19	object	85	https://raw.githubusercontent.com/olydis/scratch/master/BlobStorage/ExtensionsDemo/x-ms-skip-url-encoding/blob-storage.yaml
x-templates	19	object	19	https://raw.githubusercontent.com/apigee-labs/rapier/master/util/test/gen_openapispec/todo-list-with-id.yaml
x-amazon-apigateway-authorizer	18	object	18	https://raw.githubusercontent.com/tiagojlara/aws-lambda-example/master/src/api/api-gateway.json
x-api-first-error-mapping	18	object	22	https://raw.githubusercontent.com/zalando-incubator/play-swagger/master/swagger-parser/src/test/resources/model/expanded_polymorphism.yaml
x-events	18	object	18	https://raw.githubusercontent.com/wanman/home-alone/master/docs/swagger.yaml
x-ms-blob-append-offset	18	object	18	https://raw.githubusercontent.com/olydis/scratch/master/BlobStorage/ExtensionsDemo/x-ms-skip-url-encoding/blob-storage.yaml
x-ms-blob-committed-block-count	18	object	67	https://raw.githubusercontent.com/olydis/scratch/master/BlobStorage/ExtensionsDemo/x-ms-skip-url-encoding/blob-storage.yaml
x-ms-blob-content-length	18	object	51	https://raw.githubusercontent.com/olydis/scratch/master/BlobStorage/ExtensionsDemo/x-ms-skip-url-encoding/blob-storage.yaml
x-ms-blob-type	18	object	50	https://raw.githubusercontent.com/olydis/scratch/master/BlobStorage/ExtensionsDemo/x-ms-skip-url-encoding/blob-storage.yaml
x-ms-copy-completion-time	18	object	50	https://raw.githubusercontent.com/olydis/scratch/master/BlobStorage/ExtensionsDemo/x-ms-skip-url-encoding/blob-storage.yaml
x-ms-copy-id	18	object	82	https://raw.githubusercontent.com/olydis/scratch/master/BlobStorage/ExtensionsDemo/x-ms-skip-url-encoding/blob-storage.yaml
x-ms-copy-progress	18	object	50	https://raw.githubusercontent.com/olydis/scratch/master/BlobStorage/ExtensionsDemo/x-ms-skip-url-encoding/blob-storage.yaml
x-ms-copy-source	18	object	50	https://raw.githubusercontent.com/olydis/scratch/master/BlobStorage/ExtensionsDemo/x-ms-skip-url-encoding/blob-storage.yaml
x-ms-copy-status	18	object	82	https://raw.githubusercontent.com/olydis/scratch/master/BlobStorage/ExtensionsDemo/x-ms-skip-url-encoding/blob-storage.yaml
x-ms-copy-status-description	18	object	50	https://raw.githubusercontent.com/olydis/scratch/master/BlobStorage/ExtensionsDemo/x-ms-skip-url-encoding/blob-storage.yaml
x-ms-header-collection-prefix	18	string	118	https://raw.githubusercontent.com/olydis/scratch/master/BlobStorage/ExtensionsDemo/x-ms-skip-url-encoding/blob-storage.yaml
x-ms-lease-duration	18	object	67	https://raw.githubusercontent.com/olydis/scratch/master/BlobStorage/ExtensionsDemo/x-ms-skip-url-encoding/blob-storage.yaml
x-ms-lease-id	18	object	98	https://raw.githubusercontent.com/olydis/scratch/master/BlobStorage/ExtensionsDemo/x-ms-skip-url-encoding/blob-storage.yaml
x-ms-lease-state	18	object	67	https://raw.githubusercontent.com/olydis/scratch/master/BlobStorage/ExtensionsDemo/x-ms-skip-url-encoding/blob-storage.yaml
x-ms-lease-status	18	object	67	https://raw.githubusercontent.com/olydis/scratch/master/BlobStorage/ExtensionsDemo/x-ms-skip-url-encoding/blob-storage.yaml
x-ms-lease-time	18	object	98	https://raw.githubusercontent.com/olydis/scratch/master/BlobStorage/ExtensionsDemo/x-ms-skip-url-encoding/blob-storage.yaml
x-token-validation-url	18	string	32	https://raw.githubusercontent.com/zalando-incubator/play-swagger/master/swagger-parser/src/test/resources/examples/split.petstore.api.yaml
x-chance-type	17	multiple	83	https://raw.githubusercontent.com/supinf/dockerized-tools/master/nodejs/swagger-mock-api/versions/1.6/petstore.yaml
x-gist-description	17	string	17	https://raw.githubusercontent.com/jordanwalsh23/whispir-swagger-defs/master/whispir-voice-api.json
x-gist-filename	17	string	17	https://raw.githubusercontent.com/jordanwalsh23/whispir-swagger-defs/master/whispir-voice-api.json
x-gist-id	17	string	17	https://raw.githubusercontent.com/jordanwalsh23/whispir-swagger-defs/master/whispir-voice-api.json
x-ms-blob-content-md5	17	object	33	https://raw.githubusercontent.com/olydis/scratch/master/BlobStorage/ExtensionsDemo/x-ms-skip-url-encoding/blob-storage.yaml
x-ms-blob-public-access	17	object	33	https://raw.githubusercontent.com/olydis/scratch/master/BlobStorage/ExtensionsDemo/x-ms-skip-url-encoding/blob-storage.yaml
x-ms-incremental-copy	17	object	17	https://raw.githubusercontent.com/olydis/scratch/master/BlobStorage/ExtensionsDemo/x-ms-skip-url-encoding/blob-storage.yaml
x-ms-meta	17	object	95	https://raw.githubusercontent.com/olydis/scratch/master/BlobStorage/ExtensionsDemo/x-ms-skip-url-encoding/blob-storage.yaml
x-ms-parameter-grouping	17	object	1499	https://raw.githubusercontent.com/Azure/azure-rest-api-specs/master/batch/2016-02-01.3.0/swagger/BatchService.json
x-ms-request-server-encrypted	17	object	81	https://raw.githubusercontent.com/olydis/scratch/master/BlobStorage/ExtensionsDemo/x-ms-skip-url-encoding/blob-storage.yaml
x-ms-server-encrypted	17	object	49	https://raw.githubusercontent.com/olydis/scratch/master/BlobStorage/ExtensionsDemo/x-ms-skip-url-encoding/blob-storage.yaml
x-ms-snapshot	17	object	17	https://raw.githubusercontent.com/olydis/scratch/master/BlobStorage/ExtensionsDemo/x-ms-skip-url-encoding/blob-storage.yaml
x-bash-codegen-description	16	string	659	https://raw.githubusercontent.com/xwh123807/research/master/swagger-codegen-2.2.2/modules/swagger-codegen/src/test/resources/2_0/petstore-bash.json
x-examples	16	object	55	https://raw.githubusercontent.com/vmware/idm/master/apidocs/swagger.json
x-generator-properties	16	object	16	https://raw.githubusercontent.com/BBVA-CIB/APIRestGenerator/master/com.bbva.kltt.KLTT-APIRestGenerator.web-client/src/main/resources/public/swagger_examples/complex/uber_osgi.yaml
x-go-package	16	string	97	https://raw.githubusercontent.com/vjeantet/bitfan/master/api/swagger.json
x-ms-algorithm	16	string	16	https://raw.githubusercontent.com/olydis/scratch/master/BlobStorage/ExtensionsDemo/x-ms-skip-url-encoding/blob-storage.yaml
x-ms-summary	16	string	503	https://raw.githubusercontent.com/theManikJindal/webhook_test/master/github_webhook.json
x-type-options	16	object	85	https://raw.githubusercontent.com/supinf/dockerized-tools/master/nodejs/swagger-mock-api/versions/1.6/petstore.yaml
x-api-first-handler	15	string	38	https://raw.githubusercontent.com/zalando-incubator/play-swagger/master/swagger-parser/src/test/resources/examples/simple.petstore.api.yaml
x-consoleDefault	15	multiple	26	https://raw.githubusercontent.com/NYTimes/public_api_specs/master/top_stories/top_stories_v2.json
